assists,bonus,bps,clean_sheets,code,creativity,element_type,first_name,goals_conceded,goals_scored,ict_index,id,influence,minutes,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,value_season,web_name,yellow_cards,season,specific_pos,top_six,Pace
2,8,413,6,52153,96.7,DEF,Miguel,36,1,90.9,413,531.2,2280,42,0,0,0,52153.jpg,2.6,2,0,Britos,0.7,FALSE,3,a,Watford,57,280,71,16.9,Britos,6,16-17,,,
0,1,143,1,85624,49.1,DEF,Christian,15,2,41.7,414,200.4,771,48,0,0,0,85624.jpg,2.2,0,0,Kabasele,0,FALSE,27,d,Watford,57,166,35,7.3,Kabasele,1,16-17,,,
1,0,131,0,44302,169.2,MID,Adlène,20,0,38.7,415,123.6,861,42,0,0,0,44302.jpg,1.5,0,0,Guédioura,0.1,FALSE,27,a,Middlesborough,25,100,26,6.2,Guédioura,2,16-17,,,
2,14,544,7,38439,696.8,MID,Etienne,60,7,178.7,416,577.6,3204,45,0,0,0,38439.jpg,3.5,0,0,Capoue,22.9,FALSE,29,a,Watford,57,513,131,29.1,Capoue,5,16-17,,,
0,0,0,0,41926,0,MID,Almen,0,0,0,417,0,0,50,0,0,0,41926.jpg,0,0,0,Abdi,0,FALSE,22,u,Watford,57,0,0,0,Abdi,0,16-17,,,
0,0,6,0,16045,1.3,MID,Ben,2,0,0.6,418,5.6,54,42,0,0,0,16045.jpg,0.3,1,0,Watson,0.6,FALSE,23,a,Watford,57,0,1,0.2,Watson,0,16-17,,,
0,0,3,0,19342,0,MID,Ikechi,0,0,0,419,0,10,45,0,0,0,19342.jpg,1,0,0,Anya,0,FALSE,21,u,Watford,57,0,1,0.2,Anya,0,16-17,,,
0,0,258,5,21123,101.9,MID,Valon,39,0,33.6,420,208.2,2030,45,0,0,0,21123.jpg,1.8,0,0,Behrami,0.2,FALSE,11,a,Watford,57,24,48,10.7,Behrami,7,16-17,,,
0,0,0,0,88935,0,MID,Steven,0,0,0,421,0,0,50,0,0,0,88935.jpg,0,0,0,Berghuis,0,FALSE,20,u,Watford,57,0,0,0,Berghuis,0,16-17,,,
3,5,263,4,44604,494.3,MID,Nordin,51,0,113.9,422,282.4,2091,50,0,0,0,44604.jpg,2.2,0,0,Amrabat,0.1,FALSE,7,a,Watford,57,368,65,13,Amrabat,4,16-17,,,
0,0,0,0,28160,0,MID,Mario,0,0,0,423,0,0,45,0,0,0,28160.jpg,0,0,0,Suárez,0.1,FALSE,4,u,Watford,57,0,0,0,Suárez,0,16-17,,,
1,0,87,1,173514,96.7,MID,Isaac,9,1,46.8,424,146.2,519,57,0,0,0,173514.jpg,1.5,0,0,Success,0,FALSE,10,a,Watford,57,225,28,4.9,Success,2,16-17,,,
4,18,441,6,41725,555.9,FWD,Troy,52,10,206.8,425,617.4,2944,66,1,0,0,41725.jpg,3.5,0,0,Deeney,4.8,FALSE,9,a,Watford,57,900,130,19.7,Deeney,7,16-17,,,
1,2,84,2,58498,173.8,FWD,Odion,29,1,70,426,93.6,1291,68,0,0,0,58498.jpg,2.2,0,0,Ighalo,2.4,FALSE,24,u,Watford,57,440,39,5.7,Ighalo,1,16-17,,,
0,0,0,0,179620,0,FWD,Mamadou Obbi,0,0,0,427,0,0,45,0,0,0,179620.jpg,0,0,0,Oularé,0,FALSE,None,u,Watford,57,0,0,0,Oularé,0,16-17,,,
0,0,11,0,133801,14.3,FWD,Jerome,1,0,3.5,428,1,116,48,0,0,0,133801.jpg,1.2,0,0,Sinclair,0.2,FALSE,19,u,Watford,57,22,6,1.3,Sinclair,0,16-17,,,
0,0,0,0,12086,0,GK,Boaz,0,0,0,429,0,0,41,0,0,0,12086.jpg,0,0,0,Myhill,0.4,FALSE,13,a,West Bromwich Albion,35,0,0,0,Myhill,0,16-17,,,
0,4,629,6,9089,20.3,GK,Ben,51,0,79.5,430,767,3420,47,0,0,0,9089.jpg,3,0,115,Foster,12.6,FALSE,1,a,West Bromwich Albion,35,5,113,24,Foster,2,16-17,,,
1,7,478,4,37642,117.5,DEF,Jonny,39,2,100.6,431,626.6,2637,44,0,0,0,37642.jpg,2.5,0,0,Evans,4.1,FALSE,6,a,West Bromwich Albion,35,259,79,18,Evans,8,16-17,,,
0,0,60,1,39253,1.1,DEF,Jonas,13,0,12,432,96.4,590,42,0,0,0,39253.jpg,1.1,0,0,Olsson,0.5,FALSE,3,u,West Bromwich Albion,35,21,8,1.9,Olsson,3,16-17,,,
0,6,500,6,60232,317.1,DEF,Craig,50,4,147.9,433,742.4,3276,49,0,0,0,60232.jpg,2.8,0,0,Dawson,2.5,FALSE,25,a,West Bromwich Albion,35,418,102,20.8,Dawson,10,16-17,,,
0,0,0,0,42583,0,DEF,Sébastien,0,0,0,434,0,0,40,0,0,0,42583.jpg,0,0,0,Pocognoli,0.2,FALSE,15,u,West Bromwich Albion,35,0,0,0,Pocognoli,0,16-17,,,
0,0,0,0,77760,0,DEF,Cristian,0,0,0,435,0,0,40,0,0,0,77760.jpg,0,0,0,Gamboa,0.4,FALSE,16,u,West Bromwich Albion,35,0,0,0,Gamboa,0,16-17,,,
1,14,576,7,19272,74.3,DEF,Gareth,45,6,135.4,436,913.8,3140,50,1,0,0,19272.jpg,3.6,0,0,McAuley,24.7,FALSE,23,a,West Bromwich Albion,35,367,131,26.2,McAuley,5,16-17,,,
0,0,0,0,43252,0,DEF,James,0,0,0,437,0,0,45,0,0,0,43252.jpg,0,0,0,Chester,0,FALSE,4,u,West Bromwich Albion,35,0,0,0,Chester,0,16-17,,,
4,11,462,4,19151,674.5,DEF,Chris,37,3,153.1,438,509.4,2477,48,0,0,0,19151.jpg,3.2,0,0,Brunt,2.3,FALSE,11,a,West Bromwich Albion,35,340,99,20.6,Brunt,5,16-17,,,
3,2,453,8,14295,362.3,MID,Darren,45,2,101.2,439,393.2,3231,44,0,0,0,14295.jpg,2.7,0,0,Fletcher,8.1,FALSE,24,a,West Bromwich Albion,35,260,103,23.4,Fletcher,0,16-17,,,
1,0,52,1,28468,137.9,MID,Craig,6,0,18.3,440,35.4,218,51,0,0,0,28468.jpg,1.6,0,0,Gardner,0.1,FALSE,8,u,West Bromwich Albion,35,11,14,2.7,Gardner,1,16-17,,,
2,4,328,4,18008,348.9,MID,James,22,5,93.7,441,351,1741,43,0,0,0,18008.jpg,2.7,0,0,Morrison,1.1,FALSE,7,a,West Bromwich Albion,35,237,84,19.5,Morrison,3,16-17,,,
0,0,366,4,55829,108.5,MID,Claudio,36,0,49,442,346,2418,43,0,0,0,55829.jpg,1.6,0,0,Yacob,0.2,FALSE,5,a,West Bromwich Albion,35,33,54,12.6,Yacob,9,16-17,,,
0,0,0,0,61538,0,MID,Callum,0,0,0,443,0,0,43,0,0,0,61538.jpg,0,0,0,McManaman,0.1,FALSE,19,u,West Bromwich Albion,35,0,0,0,McManaman,0,16-17,,,
3,1,236,2,63370,331.3,MID,James,24,1,98.2,444,288.6,1477,48,0,0,0,63370.jpg,1.5,0,0,McClean,0.1,FALSE,14,a,West Bromwich Albion,35,360,52,10.8,McClean,9,16-17,,,
1,0,38,0,173809,29.9,MID,Jonathan,3,0,7.6,445,27.4,118,41,0,0,0,173809.jpg,1.3,0,0,Leko,0.5,FALSE,45,a,West Bromwich Albion,35,20,12,2.9,Leko,0,16-17,,,
9,12,357,6,50229,508.9,MID,Matt,28,4,142.3,446,463.2,2181,53,0,0,0,50229.jpg,4.3,0,0,Phillips,4,FALSE,10,a,West Bromwich Albion,35,458,115,21.7,Phillips,2,16-17,,,
0,0,3,0,11037,11,FWD,Rickie,0,0,5.5,447,3.6,13,54,0,0,0,11037.jpg,1,0,0,Lambert,0.1,FALSE,17,u,West Bromwich Albion,35,40,1,0.2,Lambert,0,16-17,,,
0,0,50,4,91972,73.5,FWD,Saido,13,0,40,448,38.4,963,60,0,0,0,91972.jpg,1.5,0,0,Berahino,0.5,FALSE,9,a,Stoke City,110,299,26,4.3,Berahino,1,16-17,,,
3,10,287,6,57134,430.3,FWD,Salomón,44,8,227.8,449,435.4,2892,63,0,0,0,57134.jpg,3.1,0,0,Rondón,4.2,FALSE,9,a,West Bromwich Albion,35,1430,118,18.7,Rondón,2,16-17,,,
0,6,311,6,60706,10,GK,Adrián,25,0,37.7,450,367.8,1440,46,0,0,0,60706.jpg,4,0,53,San Miguel del Castillo,1.7,FALSE,13,a,West Ham United,21,0,64,13.9,Adrián,1,16-17,,,
0,5,370,4,32259,0,GK,Darren,39,0,48.7,451,484.8,1980,44,0,0,1,32259.jpg,3.1,0,64,Randolph,1.3,FALSE,1,a,West Ham United,21,0,69,15.7,Randolph,1,16-17,,,
0,7,364,6,8380,45.4,DEF,James,29,2,71.6,452,501,1655,42,0,0,0,8380.jpg,3.1,0,0,Collins,4.5,FALSE,19,a,West Ham United,21,169,69,16.4,Collins,3,16-17,,,
3,16,622,9,48717,104.4,DEF,Winston,48,2,104,453,793.6,2587,49,0,0,0,48717.jpg,3.4,1,0,Reid,2.4,FALSE,2,d,West Ham United,21,141,102,20.8,Reid,8,16-17,,,
2,1,334,5,55459,284.7,DEF,Aaron,35,0,71.2,454,307.6,2115,51,0,0,0,55459.jpg,2.3,1,0,Cresswell,0.3,FALSE,3,a,West Ham United,21,121,60,11.8,Cresswell,2,16-17,,,
0,0,0,0,173792,0,DEF,Reece,0,0,0,455,0,0,42,0,0,0,173792.jpg,0,0,0,Oxford,0.3,FALSE,35,u,West Ham United,21,0,0,0,Oxford,0,16-17,,,
0,2,322,4,40669,82.4,DEF,Angelo,31,0,51.6,456,384.4,1755,47,0,0,0,40669.jpg,2.3,0,0,Ogbonna,0.7,FALSE,21,a,West Ham United,21,51,45,9.6,Ogbonna,2,16-17,,,
1,2,198,3,113564,118.2,DEF,Sam,27,0,39.4,457,202.2,1249,42,0,0,0,113564.jpg,1.6,1,0,Byram,0.3,FALSE,22,a,West Ham United,21,72,29,6.9,Byram,5,16-17,,,
0,5,389,8,18073,384.8,MID,Mark,40,3,95.9,458,342,2389,62,0,1,0,18073.jpg,2.4,0,0,Noble,1.2,FALSE,16,d,West Ham United,21,233,71,11.5,Noble,10,16-17,,,
1,3,438,9,55037,147.4,MID,Cheikhou,46,1,80.5,459,458.8,2723,50,0,0,0,55037.jpg,2.5,0,0,Kouyaté,0.7,FALSE,8,d,West Ham United,21,200,79,15.8,Kouyaté,3,16-17,,,
2,6,331,4,59779,131.3,MID,Pedro,32,1,49.4,460,311.4,1763,43,0,0,0,59779.jpg,2.5,0,0,Obiang,0.3,FALSE,14,d,West Ham United,21,52,55,12.8,Obiang,7,16-17,,,
8,10,347,4,37901,1096.6,MID,Dimitri,28,2,202.6,461,414,1513,90,0,0,0,37901.jpg,4.5,0,0,Payet,6.2,FALSE,27,u,West Ham United,21,516,81,9,Payet,2,16-17,,,
3,20,635,9,86934,863.3,MID,Manuel,53,8,213.5,462,639,2708,59,0,0,0,86934.jpg,3.8,0,0,Lanzini,2,FALSE,10,a,West Ham United,21,629,133,22.5,Lanzini,9,16-17,,,
0,0,0,0,172567,0,MID,Josh,0,0,0,463,0,0,43,0,0,0,172567.jpg,0,0,0,Cullen,0.1,FALSE,39,a,West Ham United,21,0,0,0,Cullen,0,16-17,,,
8,8,410,7,57531,503.1,MID,Michail,43,9,222.7,464,622.4,2433,67,0,0,0,57531.jpg,4.6,1,0,Antonio,5.3,FALSE,30,d,West Ham United,21,1105,132,19.7,Antonio,4,16-17,,,
1,0,160,3,43626,63.3,MID,Håvard,20,0,26.1,465,155.4,957,47,0,0,0,43626.jpg,1.9,0,0,Nordtveit,0.1,FALSE,4,a,West Ham United,21,43,31,6.6,Nordtveit,2,16-17,,,
3,4,220,1,44336,320.2,MID,Sofiane,23,3,84.9,466,268,1042,50,0,0,0,44336.jpg,2.6,1,0,Feghouli,0.7,FALSE,7,a,West Ham United,21,262,55,11,Feghouli,1,16-17,,,
1,0,29,1,59796,87.8,MID,Gökhan,4,0,14.6,467,28.2,240,53,0,0,0,59796.jpg,2,0,0,Töre,0.1,FALSE,17,d,West Ham United,21,33,10,1.9,Töre,0,16-17,,,
2,6,256,3,40142,220.8,FWD,Andy,27,7,119.2,468,351.8,1312,59,0,0,0,40142.jpg,3.8,0,0,Carroll,2,FALSE,9,d,West Ham United,21,620,69,11.7,Carroll,3,16-17,,,
3,3,173,2,148179,117.6,FWD,Enner,12,3,79,469,194.2,927,52,0,0,0,148179.jpg,2.3,0,0,Valencia,1.7,FALSE,19,a,Everton,11,490,54,10.4,Valencia,1,16-17,,,
0,2,32,0,73889,19.6,FWD,Diafra,4,1,10.7,470,41.8,181,57,0,0,0,73889.jpg,3,0,0,Sakho,0.1,FALSE,15,d,West Ham United,21,45,12,2.1,Sakho,0,16-17,,,
0,0,0,0,98747,0,GK,Nick,0,0,0,471,0,0,39,0,0,0,98747.jpg,0,0,0,Pope,2.5,FALSE,29,a,Burnley,90,0,0,0,Pope,0,16-17,,,
0,0,45,0,1801,0,GK,Paul,7,0,6.6,472,66.2,270,40,0,0,0,1801.jpg,1.7,0,10,Robinson,2.3,FALSE,17,a,Burnley,90,0,5,1.3,Robinson,0,16-17,,,
3,3,187,3,60586,267.3,MID,Johann Berg,19,1,64.8,473,220,999,48,0,0,0,60586.jpg,2.4,0,0,Gudmundsson,0.1,FALSE,25,a,Burnley,90,161,47,9.8,Gudmundsson,1,16-17,,,
0,4,292,3,33871,52.5,DEF,Ragnar,19,0,44,474,308.2,1410,44,0,0,0,33871.jpg,2.1,0,0,Klavan,0.6,FALSE,17,a,Liverpool,14,78,43,9.8,Klavan,3,16-17,,,
0,0,10,0,210237,17.4,MID,Marko,0,0,6.1,475,8.8,43,43,0,0,0,210237.jpg,0.8,0,0,Grujic,0.2,FALSE,16,a,Liverpool,14,39,4,0.9,Grujic,1,16-17,,,
0,2,320,6,160729,55.1,DEF,Jason,30,0,43.7,476,319.2,1878,47,1,0,0,160729.jpg,2.3,0,0,Denayer,0.1,FALSE,4,a,Sunderland,56,62,56,11.9,Denayer,2,16-17,,,
0,8,455,7,20399,219,DEF,Antonio,32,0,71.5,477,442.2,2193,43,0,0,0,20399.jpg,2.7,0,0,Barragán,1,FALSE,17,a,Middlesborough,25,50,71,16.5,Barragán,5,16-17,,,
5,17,436,10,42892,454.9,FWD,Álvaro,45,9,207.1,478,542.4,2872,61,0,0,0,42892.jpg,3.6,0,0,Negredo,10.9,FALSE,10,a,Middlesborough,25,1078,130,21.3,Negredo,5,16-17,,,
1,2,173,1,42738,86.4,DEF,Juan,15,1,30.1,479,139.8,823,41,0,0,0,42738.jpg,1.8,0,0,Zuñiga,1.1,FALSE,18,a,Watford,57,79,38,9.3,Zuñiga,1,16-17,,,
0,0,0,0,97296,0,DEF,Tommie,0,0,0,480,0,0,40,0,0,0,97296.jpg,0,0,0,Hoban,0.2,FALSE,31,u,Watford,57,0,0,0,Hoban,0,16-17,,,
0,0,0,0,86431,0,DEF,Brice,0,0,0,481,0,0,44,0,0,0,86431.jpg,0,0,0,Dja Djédjé,0,FALSE,26,u,Watford,57,0,0,0,Dja Djédjé,0,16-17,,,
0,0,226,4,121599,178.2,MID,Abdoulaye,32,1,61.1,482,179.4,1352,46,0,0,0,121599.jpg,1.9,0,0,Doucouré,0,FALSE,16,a,Watford,57,254,38,8.3,Doucouré,4,16-17,,,
0,0,3,0,81183,0.3,FWD,Matej,0,0,0,483,0,3,45,0,0,0,81183.jpg,1,0,0,Vydra,0.3,FALSE,20,u,Watford,57,0,1,0.2,Vydra,0,16-17,,,
0,3,171,4,156074,49.2,DEF,Rob,8,0,32.2,484,172,810,41,0,0,0,156074.jpg,3.6,0,0,Holding,3.3,FALSE,16,a,Arsenal,3,100,32,7.8,Holding,3,16-17,,,
9,14,650,11,41733,694.5,MID,Georginio,37,6,198.5,485,648.4,2974,75,0,0,0,41733.jpg,4.1,0,0,Wijnaldum,1.7,FALSE,5,a,Liverpool,14,639,149,19.9,Wijnaldum,2,16-17,,,
2,1,151,5,205102,137.3,MID,Ramadan,11,0,38.5,486,104.6,855,48,0,0,0,205102.jpg,2.1,0,0,Sobhi,0.5,FALSE,32,a,Stoke City,110,149,36,7.5,Sobhi,2,16-17,,,
0,0,9,0,159506,0.9,DEF,Ola,0,0,2.3,487,4.8,26,45,0,0,0,159506.jpg,1,0,0,Aina,0.1,FALSE,34,a,Chelsea,8,17,3,0.7,Aina,0,16-17,,,
2,9,540,9,80801,434.1,MID,Idrissa,31,1,122.9,488,555.8,2681,50,0,0,0,80801.jpg,2.4,0,0,Gueye,0.4,FALSE,17,a,Everton,11,237,80,16,Gueye,11,16-17,,,
7,8,343,9,182156,505.1,MID,Leroy,15,5,153.7,489,397.2,1781,77,0,0,0,182156.jpg,4,0,0,Sané,7.5,FALSE,19,d,Manchester City,43,632,105,13.6,Sané,4,16-17,,,
0,3,197,3,41705,0,GK,Bradley,17,0,22.9,490,228.4,900,42,0,0,0,41705.jpg,3.6,0,37,Guzan,0.7,FALSE,12,a,Middlesborough,25,0,36,8.6,Guzan,0,16-17,,,
3,6,244,6,78091,509.9,MID,Gastón,22,2,115.6,491,287.2,1539,52,0,0,0,78091.jpg,2.5,1,0,Ramírez,0.5,FALSE,21,a,Middlesborough,25,364,59,11.3,Ramírez,8,16-17,,,
0,0,24,0,40833,20.7,DEF,Jérémy,1,0,6.3,492,20.6,129,47,0,0,0,40833.jpg,1.3,0,0,Pied,0,FALSE,26,a,Southampton,20,21,5,1.1,Pied,0,16-17,,,
0,0,0,0,147675,0,FWD,Chuba,0,0,0,493,0,0,51,0,0,0,147675.jpg,0,0,0,Akpom,0.1,FALSE,32,u,Arsenal,3,0,0,0,Akpom,0,16-17,,,
0,0,1,0,138009,1.8,MID,Sullay,0,0,0.5,494,0,24,45,0,0,0,138009.jpg,1,0,0,Kaikai,0,FALSE,25,a,Crystal Palace,31,4,1,0.2,Kaikai,0,16-17,,,
1,5,303,5,194164,152.2,DEF,Mason,18,0,52.3,495,286.8,1372,41,0,0,0,194164.jpg,3,0,0,Holgate,7.1,FALSE,30,a,Everton,11,83,54,13.2,Holgate,2,16-17,,,
0,0,136,1,172850,48.4,DEF,Benjamin,18,1,27.2,496,137,699,43,0,0,0,172850.jpg,1.6,0,0,Chilwell,0.2,FALSE,3,a,Leicester City,13,88,19,4.4,Chilwell,2,16-17,,,
0,0,0,0,165911,0,MID,Bartosz,0,0,0,497,0,0,50,0,0,0,165911.jpg,0,0,0,Kapustka,0.1,FALSE,14,a,Leicester City,13,0,0,0,Kapustka,0,16-17,,,
0,0,0,0,145235,0,DEF,Jose Angel,0,0,0,498,0,0,43,0,0,0,145235.jpg,0,0,0,Esmoris Tasende,0.1,FALSE,69,u,Manchester City,43,0,0,0,Angelino,0,16-17,,,
0,0,281,2,80935,25.9,DEF,Papy,35,0,63.8,499,487.6,1577,42,0,0,0,80935.jpg,1.3,1,0,Djilobodji,0.2,FALSE,5,a,Sunderland,56,124,24,5.7,Djilobodji,4,16-17,,,
3,22,512,5,19760,489.6,FWD,Fernando,51,15,220.3,500,639.8,2442,63,0,0,0,19760.jpg,4.4,0,0,Llorente,9.4,FALSE,9,d,Swansea City,80,1086,146,23.2,Llorente,2,16-17,,,
0,0,0,0,168763,0,DEF,Cameron,0,0,0,501,0,0,43,0,0,0,168763.jpg,0,0,0,Carter-Vickers,0,FALSE,38,a,Tottenham Hotspur,6,0,0,0,Carter-Vickers,0,16-17,,,
0,0,0,0,80788,0,DEF,Daniel,0,0,0,502,0,0,40,0,0,0,80788.jpg,0,0,0,Lafferty,0.3,FALSE,3,u,Burnley,90,0,0,0,Lafferty,0,16-17,,,
4,14,512,13,74208,953.5,MID,Paul,21,5,250,503,713,2608,82,0,0,0,74208.jpg,3.8,0,0,Pogba,7.3,FALSE,6,a,Manchester United,1,839,115,14,Pogba,7,16-17,,,
1,10,341,6,88900,58.2,DEF,Jack,24,0,46.6,504,350.4,1471,42,0,0,0,88900.jpg,3.5,0,0,Stephens,5.2,FALSE,24,a,Southampton,20,58,60,14.3,Stephens,1,16-17,,,
1,7,253,3,105717,126.7,DEF,Arthur,24,0,36.4,505,219.8,972,47,0,0,0,105717.jpg,2.6,0,0,Masuaku,0.1,FALSE,26,a,West Ham United,21,18,34,7.2,Masuaku,1,16-17,,,
1,1,133,1,160816,73.6,DEF,Donald,11,0,24.9,506,157.6,611,38,0,0,0,160816.jpg,1.8,0,0,Love,4.2,FALSE,22,a,Sunderland,56,17,21,5.5,Love,1,16-17,,,
2,1,83,1,83091,91.9,FWD,Borja,11,1,33.1,507,59,561,66,0,0,0,83091.jpg,1.8,0,0,Bastón,0,FALSE,10,a,Swansea City,80,190,32,4.8,Bastón,0,16-17,,,
0,0,0,0,94926,0,FWD,Olayinka Fredrick Oladotun,0,0,0,508,0,0,45,0,0,0,94926.jpg,0,0,0,Ladapo,0,FALSE,36,u,Crystal Palace,31,0,0,0,Ladapo,0,16-17,,,
0,0,0,0,204216,0,FWD,Keshi,0,0,0,509,0,0,45,0,0,0,204216.jpg,0,0,0,Anderson,0,FALSE,24,u,Crystal Palace,31,0,0,0,Anderson,0,16-17,,,
0,0,0,0,215457,0,DEF,Kane,0,0,0,510,0,0,40,0,0,0,215457.jpg,0,0,0,Wilson,0.4,FALSE,49,a,West Bromwich Albion,35,0,0,0,Wilson,0,16-17,,,
0,0,50,1,195864,49,MID,Sam,1,0,6.7,511,16.4,275,43,0,0,0,195864.jpg,1.1,0,0,Field,0,FALSE,47,a,West Bromwich Albion,35,3,9,2.1,Field,2,16-17,,,
3,0,248,8,173807,246.1,MID,Tom,17,2,70.9,512,259,1544,44,0,0,0,173807.jpg,2.6,0,0,Davies,2.3,FALSE,26,a,Everton,11,208,63,14.3,Davies,4,16-17,,,
1,0,141,0,157668,122.1,MID,Harry,6,1,32.8,513,128,494,45,0,0,0,157668.jpg,1.4,0,0,Winks,0,FALSE,29,d,Tottenham Hotspur,6,77,30,6.7,Winks,1,16-17,,,
0,0,0,0,155509,0,MID,Greg,0,0,0,514,0,0,43,0,0,0,155509.jpg,0,0,0,Olley,0,FALSE,36,a,Hull City,88,0,0,0,Olley,0,16-17,,,
0,0,0,0,213384,0,DEF,Josh,0,0,0,515,0,0,40,0,0,0,213384.jpg,0,0,0,Clackstone,0.1,FALSE,37,u,Hull City,88,0,0,0,Clackstone,0,16-17,,,
0,0,21,0,178186,17.9,FWD,Jarrod,8,0,5.7,516,3.8,181,45,0,0,0,178186.jpg,1.1,0,0,Bowen,0.1,FALSE,29,a,Hull City,88,36,8,1.8,Bowen,0,16-17,,,
0,0,0,0,19812,0,GK,Dusan,0,0,0,517,0,0,40,0,0,0,19812.jpg,0,0,0,Kuciak,0.2,FALSE,12,u,Hull City,88,0,0,0,Kuciak,0,16-17,,,
0,0,0,0,202174,0,FWD,Greg,0,0,0,518,0,0,44,0,0,0,202174.jpg,0,0,0,Luer,0.1,FALSE,32,a,Hull City,88,0,0,0,Luer,0,16-17,,,
0,0,57,1,221267,20.5,DEF,Josh,8,0,6.4,519,40.2,323,40,0,0,0,221267.jpg,1.8,0,0,Tymon,0.3,FALSE,28,a,Hull City,88,2,9,2.3,Tymon,1,16-17,,,
0,0,43,1,149016,66.4,MID,Lynden,9,0,15.4,520,36.4,366,41,0,0,0,149016.jpg,1.1,0,0,Gooch,0.2,FALSE,46,a,Sunderland,56,54,12,2.9,Gooch,3,16-17,,,
0,0,3,0,219727,0,MID,Joel,0,0,0.2,521,0,10,44,0,0,0,219727.jpg,1,0,0,Asoro,0,FALSE,29,a,Sunderland,56,2,1,0.2,Asoro,0,16-17,,,
0,0,0,0,15633,0,DEF,Alex,0,0,0,522,0,0,40,0,0,0,15633.jpg,0,0,0,Baptiste,0.1,FALSE,15,u,Middlesborough,25,0,0,0,Baptiste,0,16-17,,,
0,0,32,0,169187,20.2,MID,Trent,2,0,10.1,523,32.4,167,43,0,0,0,169187.jpg,1.1,0,0,Alexander-Arnold,0,FALSE,66,a,Liverpool,14,48,8,1.9,Alexander-Arnold,0,16-17,,,
0,0,0,0,1616,0,GK,Alexander,0,0,0,524,0,0,40,0,0,0,1616.jpg,0,0,0,Manninger,0.3,FALSE,13,a,Liverpool,14,0,0,0,Manninger,0,16-17,,,
3,6,245,5,39847,386.4,MID,Steven,13,1,73.3,525,249.2,1068,56,0,0,0,39847.jpg,2.6,0,0,Defour,0.2,FALSE,16,a,Burnley,90,96,54,9.6,Defour,1,16-17,,,
0,0,47,3,168287,115,FWD,Jonathan,4,1,43.2,526,56.2,540,66,0,0,0,168287.jpg,1.4,0,0,Calleri,0.1,FALSE,28,a,West Ham United,21,265,23,3.5,Calleri,0,16-17,,,
0,8,347,6,54771,273.9,DEF,Fabio Pereira,30,0,67.1,527,355.8,1847,42,0,0,0,54771.jpg,2.4,0,0,da Silva,0.4,FALSE,2,a,Middlesborough,25,39,58,13.8,Fabio,8,16-17,,,
0,0,0,0,170154,0,DEF,Pablo,0,0,0,528,0,0,45,0,0,0,170154.jpg,0,0,0,Maffeo,0,FALSE,50,u,Manchester City,43,0,0,0,Maffeo,0,16-17,,,
0,0,0,0,153772,0,GK,Luke,0,0,0,529,0,0,39,0,0,0,153772.jpg,0,0,0,McGee,0.1,FALSE,31,a,Tottenham Hotspur,6,0,0,0,McGee,0,16-17,,,
1,0,54,0,89085,51.1,MID,Nathaniel,3,0,9.9,530,40.6,167,45,0,0,0,89085.jpg,1.2,0,0,Chalobah,0,FALSE,29,a,Chelsea,8,7,12,2.7,Chalobah,2,16-17,,,
0,0,16,0,234483,5.1,MID,Aiden,4,0,2.1,531,7.6,85,43,0,0,0,234483.jpg,1,0,0,O'Neill,0,FALSE,41,u,Burnley,90,8,3,0.7,O'Neill,0,16-17,,,
0,0,0,0,170851,0,DEF,Josh,0,0,0,532,0,0,40,0,0,0,170851.jpg,0,0,0,Robson,0.1,FALSE,45,a,Sunderland,56,0,0,0,Josh Robson,0,16-17,,,
0,0,77,2,7525,134.4,MID,Steven,13,0,32.3,533,90.8,802,48,0,0,0,7525.jpg,1,1,0,Pienaar,0,FALSE,20,a,Sunderland,56,98,15,3.1,Pienaar,5,16-17,,,
0,0,0,0,156658,0,DEF,Reece,0,0,0,534,0,0,40,0,0,0,156658.jpg,0,0,0,Burke,0,FALSE,32,u,West Ham United,21,0,0,0,Burke,0,16-17,,,
0,0,33,0,176296,64.2,FWD,Ashley,13,0,24.4,535,30.6,367,50,0,0,0,176296.jpg,1,0,0,Fletcher,0.2,FALSE,24,a,West Ham United,21,160,16,3.2,Fletcher,2,16-17,,,
9,8,345,7,90105,536.5,MID,Ryan,32,3,120.7,536,338.4,1764,46,0,0,0,90105.jpg,3.6,0,0,Fraser,1.2,FALSE,24,a,Bournemouth,91,332,100,21.7,Fraser,3,16-17,,,
0,0,0,0,154558,0,DEF,Thomas,0,0,0,537,0,0,40,0,0,0,154558.jpg,0,0,0,Robson,0.1,FALSE,34,u,Sunderland,56,0,0,0,Thomas Robson,0,16-17,,,
0,0,210,2,109528,98.7,DEF,Javier,28,1,40.8,538,242.2,1430,43,0,0,0,109528.jpg,1.9,0,0,Manquillo,0,FALSE,21,a,Sunderland,56,66,38,8.8,Manquillo,2,16-17,,,
3,2,186,3,61566,239.3,MID,Roberto,17,2,54.7,539,168,1036,58,0,0,0,61566.jpg,3.3,1,0,Pereyra,0.2,FALSE,37,i,Watford,57,141,43,7.4,Pereyra,2,16-17,,,
1,0,261,2,52940,222.3,DEF,Daryl,33,2,78.8,540,309.4,1614,45,0,0,0,52940.jpg,1.9,0,0,Janmaat,0.2,FALSE,22,a,Watford,57,254,50,11.1,Janmaat,2,16-17,,,
